winner_agreement,tolerance_jaccard,worst_regret_gap,certificate_sup_norm_gap,probes_adaptive,probes_full,time_adaptive,time_full,m,geometry,replication,theta
1,1.0,0.0,0.0,4,4,0.00035212497459724545,0.00032537494553253055,2,linear,25,0.6
1,1.0,0.0,0.0,4,4,0.00034775002859532833,0.00034779199631884694,2,linear,25,0.7
1,1.0,0.0,0.0,4,4,0.00035545899299904704,0.00032475002808496356,2,linear,25,0.9
1,1.0,0.0,0.0,4,4,0.0003509590169414878,0.00032245798502117395,2,linear,26,0.3
1,1.0,0.0,0.0,4,4,0.0003487500362098217,0.000322124978993088,2,linear,26,0.5
1,1.0,0.0,0.0,4,4,0.0003470410010777414,0.0003203749656677246,2,linear,26,0.6
1,1.0,0.0,0.0,4,4,0.0003482080064713955,0.0003222079831175506,2,linear,26,0.7
1,1.0,0.0,0.0,4,4,0.00034895900171250105,0.0003213750314898789,2,linear,26,0.9
1,1.0,0.0,0.0,4,4,0.000357625016476959,0.0003286250284872949,2,linear,27,0.3
1,1.0,0.0,0.0,4,4,0.000370624999050051,0.00033183296909555793,2,linear,27,0.5
1,1.0,0.0,0.0,4,4,0.00034662499092519283,0.0003220000071451068,2,linear,27,0.6
1,1.0,0.0,0.0,4,4,0.00034895900171250105,0.0003219580394215882,2,linear,27,0.7
1,1.0,0.0,0.0,4,4,0.0003463340108282864,0.0003215419710613787,2,linear,27,0.9
1,1.0,0.0,0.0,4,4,0.00035550002939999104,0.0003255829797126353,2,linear,28,0.3
1,1.0,0.0,0.0,4,4,0.00034970801789313555,0.0003303329576738179,2,linear,28,0.5
1,1.0,0.0,0.0,4,4,0.00035329099046066403,0.0003226250410079956,2,linear,28,0.6
1,1.0,0.0,0.0,4,4,0.0003502079634927213,0.00032237498089671135,2,linear,28,0.7
1,1.0,0.0,0.0,4,4,0.0003412499791011214,0.00032070802990347147,2,linear,28,0.9
1,1.0,0.0,0.0,4,4,0.00034962495556101203,0.0003212920273654163,2,linear,29,0.3
1,1.0,0.0,0.0,4,4,0.00034670799504965544,0.0003232500166632235,2,linear,29,0.5
1,1.0,0.0,0.0,4,4,0.0003427499905228615,0.000326167035382241,2,linear,29,0.6
1,1.0,0.0,0.0,4,4,0.0003540840116329491,0.0003249170258641243,2,linear,29,0.7
1,1.0,0.0,0.0,4,4,0.0003482910105958581,0.00032412499422207475,2,linear,29,0.9
1,1.0,0.0,0.0,4,4,0.0003549160319380462,0.0003245829720981419,2,linear,30,0.3
1,1.0,0.0,0.0,4,4,0.0003476659767329693,0.0003225000109523535,2,linear,30,0.5
1,1.0,0.0,0.0,4,4,0.00034804100869223475,0.00032504100818187,2,linear,30,0.6
1,1.0,0.0,0.0,4,4,0.00034683296689763665,0.0003231249866075814,2,linear,30,0.7
1,1.0,0.0,0.0,4,4,0.0003631659783422947,0.00032049999572336674,2,linear,30,0.9
1,1.0,0.0,0.0,4,4,0.00035325001226738095,0.0003447500057518482,2,linear,31,0.3
1,1.0,0.0,0.0,4,4,0.00035016698529943824,0.0003268749569542706,2,linear,31,0.5
1,1.0,0.0,0.0,4,4,0.00034362502628937364,0.0003250419977121055,2,linear,31,0.6
1,1.0,0.0,0.0,4,4,0.0003471249947324395,0.0003227500128559768,2,linear,31,0.7
1,1.0,0.0,0.0,4,4,0.0003512919647619128,0.00032779102912172675,2,linear,31,0.9
1,1.0,0.0,0.0,4,4,0.00035795901203528047,0.0003255420015193522,2,linear,32,0.3
1,1.0,0.0,0.0,4,4,0.00034804100869223475,0.00034158298512920737,2,linear,32,0.5
1,1.0,0.0,0.0,4,4,0.00034370797220617533,0.00032774999272078276,2,linear,32,0.6
1,1.0,0.0,0.0,4,4,0.00034854200202971697,0.0003231669543311,2,linear,32,0.7
1,1.0,0.0,0.0,4,4,0.0003457920392975211,0.0003227499546483159,2,linear,32,0.9
1,1.0,0.0,0.0,4,4,0.00035612500505521894,0.00032416702015325427,2,linear,33,0.3
1,1.0,0.0,0.0,4,4,0.000350333983078599,0.0003231250448152423,2,linear,33,0.5
