method,loss_mean,tail_loss
TOPSIS,0.2197635475382404,0.5392227101720175
CP,0.2065049296422071,0.5037925252770417
Knee,0.30826926032663715,0.606445241491451
RW,0.4621812740121269,0.9002083668283558
ASF,0.2344311545154539,0.47156521716825883
SMAA,0.4677158415073223,0.914381798237181
MMR,0.22786789985521927,0.4703713044729482
LexUR,0.2452923547032473,0.48070051460930135
