config,geometry,replication,method,grouped_loss,tail_loss
"R1 (5 groups, m=10)",concave,13,CP,0.4911290977009341,0.6167705694391684
"R1 (5 groups, m=10)",concave,14,CP,0.48491506187606054,0.7360898535073779
"R1 (5 groups, m=10)",concave,15,CP,0.5570743102357102,0.605560699072994
"R1 (5 groups, m=10)",concave,16,CP,0.47236246189985903,0.6715864962695451
"R1 (5 groups, m=10)",concave,17,CP,0.488023266994922,0.6495107192997859
"R1 (5 groups, m=10)",concave,18,CP,0.5627948626103066,0.5954504704098581
"R1 (5 groups, m=10)",concave,19,CP,0.46355327006287467,0.6372647457674243
"R1 (5 groups, m=10)",concave,20,CP,0.5748330062378221,0.596960531105017
"R1 (5 groups, m=10)",concave,21,CP,0.4833341090354049,0.5591675420228367
"R1 (5 groups, m=10)",concave,22,CP,0.549783314388427,0.6721099647974478
"R1 (5 groups, m=10)",concave,23,CP,0.47423463140319894,0.6166445799992623
"R1 (5 groups, m=10)",concave,24,CP,0.5571770187379012,0.7816788555574931
"R1 (5 groups, m=10)",concave,25,CP,0.49196769429722426,0.5217100656557675
"R1 (5 groups, m=10)",concave,26,CP,0.45930769685359324,0.5764895668818435
"R1 (5 groups, m=10)",concave,27,CP,0.42286853429429794,0.6792907941387956
"R1 (5 groups, m=10)",concave,28,CP,0.43386727348644416,0.7178999226297429
"R1 (5 groups, m=10)",concave,29,CP,0.4537615395024006,0.8506786477443206
"R1 (5 groups, m=10)",concave,0,Knee,0.47894872355160834,0.6764094392381561
"R1 (5 groups, m=10)",concave,1,Knee,0.472843517496567,0.7517236872204067
"R1 (5 groups, m=10)",concave,2,Knee,0.5670401693803142,0.8318027222907647
"R1 (5 groups, m=10)",concave,3,Knee,0.48385202382189835,0.7240223055920469
"R1 (5 groups, m=10)",concave,4,Knee,0.5564572843112906,0.6511076743552817
"R1 (5 groups, m=10)",concave,5,Knee,0.5319050900035832,0.7322731463323616
"R1 (5 groups, m=10)",concave,6,Knee,0.5251095885386291,0.8572733468006261
"R1 (5 groups, m=10)",concave,7,Knee,0.5198507190583394,0.4991072267389029
"R1 (5 groups, m=10)",concave,8,Knee,0.49463715383260903,0.8279219021706312
"R1 (5 groups, m=10)",concave,9,Knee,0.478591181620609,0.62658419777208
"R1 (5 groups, m=10)",concave,10,Knee,0.580044616060757,0.711941550144984
"R1 (5 groups, m=10)",concave,11,Knee,0.4839054626024011,0.6467372118713725
"R1 (5 groups, m=10)",concave,12,Knee,0.5123566452490508,0.6290453288781636
"R1 (5 groups, m=10)",concave,13,Knee,0.4911290977009341,0.6167705694391684
"R1 (5 groups, m=10)",concave,14,Knee,0.48491506187606054,0.7360898535073779
"R1 (5 groups, m=10)",concave,15,Knee,0.5570743102357102,0.605560699072994
"R1 (5 groups, m=10)",concave,16,Knee,0.47236246189985903,0.6715864962695451
"R1 (5 groups, m=10)",concave,17,Knee,0.488023266994922,0.6495107192997859
"R1 (5 groups, m=10)",concave,18,Knee,0.49914684721534447,0.7583842064258313
"R1 (5 groups, m=10)",concave,19,Knee,0.45298430153825575,0.7563070223917241
"R1 (5 groups, m=10)",concave,20,Knee,0.4920815973147222,0.7387143623026395
"R1 (5 groups, m=10)",concave,21,Knee,0.4726304856587393,0.8244303079764305
"R1 (5 groups, m=10)",concave,22,Knee,0.45370407623759373,0.6010234300039953
"R1 (5 groups, m=10)",concave,23,Knee,0.47423463140319894,0.6166445799992623
"R1 (5 groups, m=10)",concave,24,Knee,0.49102647028484575,0.7350121030874142
"R1 (5 groups, m=10)",concave,25,Knee,0.49196769429722426,0.5217100656557675
"R1 (5 groups, m=10)",concave,26,Knee,0.5071551059662393,0.7664655237298541
"R1 (5 groups, m=10)",concave,27,Knee,0.42286853429429794,0.6792907941387956
"R1 (5 groups, m=10)",concave,28,Knee,0.43386727348644416,0.7178999226297429
