nadir_err,loss,flip_rate
0.0,0.46245189432474704,0.0
0.05,0.44957583669902623,0.4666666666666667
0.1,0.4661801151788663,0.26666666666666666
0.2,0.4526147130793717,0.8
0.3,0.4464687848163909,0.9333333333333333
0.5,0.4460092376947502,1.0
