theta,linear,concave,convex,disconnected
0.3,0.1786626100181389,0.4593014348198924,0.03593024492874786,0.35108841606335517
0.4,0.18564140699930348,0.44432979957680996,0.03342964410494394,0.33790992777984474
0.5,0.17864304445568993,0.4522877462327354,0.03592447129386261,0.35459162592398946
0.6,0.18648999577208658,0.44633637862287434,0.034944903298792206,0.366937878168148
0.7,0.18637670559150699,0.4388293754578511,0.03992104157989308,0.36117026552204845
0.8,0.1755581549327652,0.45152080596461186,0.03719638701042303,0.3597855096234097
0.9,0.1760750236577722,0.4571156022719013,0.036828229568346416,0.35167964615711966
